shapeID,shapeName,bps_code,bps_name,match
22746128B27078250924142,Sigi,7210,Sigi,exact
22746128B5140836931072,Sijunjung,1304,Sijunjung,exact
22746128B25889265457696,Sikka,5310,Sikka,exact
22746128B18371020983209,Simalungun,1209,Simalungun,exact
22746128B32199422560180,Simeulue,1101,Simeulue,exact
22746128B62270956264702,Sinjai,7307,Sinjai,exact
22746128B74245273608062,Sintang,6107,Sintang,exact
22746128B65817775308435,Situbondo,3512,Situbondo,exact
22746128B68764842139539,Sleman,3404,Sleman,exact
22746128B59065860162276,Solok,1303,Solok,exact
22746128B25846553351835,Solok Selatan,1310,Solok Selatan,exact
22746128B93867843889604,Soppeng,7312,Soppeng,exact
22746128B25112391877259,Sorong,9107,Sorong,exact
22746128B99267537228675,Sorong Selatan,9106,Sorong Selatan,exact
22746128B28263166501815,Sragen,3314,Sragen,exact
22746128B90150108137034,Subang,3213,Subang,exact
22746128B66929526216355,Sukabumi,3202,Sukabumi,exact
22746128B44365111458704,Sukamara,6206,Sukamara,exact
22746128B41417259813102,Sukoharjo,3311,Sukoharjo,exact
22746128B3578697728098,Sumba Barat,5301,Sumba Barat,exact
22746128B80160169684098,Sumba Barat Daya,5317,Sumba Barat Daya,exact
22746128B11743482298506,Sumba Tengah,5316,Sumba Tengah,exact
22746128B15873256673931,Sumba Timur,5302,Sumba Timur,exact
22746128B848155691224,Sumbawa,5204,Sumbawa,exact
22746128B87271379033569,Sumbawa Barat,5207,Sumbawa Barat,exact
22746128B19624873108228,Sumedang,3211,Sumedang,exact
22746128B46307112426649,Sumenep,3529,Sumenep,exact
22746128B73598541988454,Supiori,9427,Supiori,exact
22746128B29828162207979,Tabalong,6309,Tabalong,exact
22746128B4646422714630,Tabanan,5102,Tabanan,exact
22746128B33549586615312,Takalar,7305,Takalar,exact
22746128B68810971865676,Tambrauw,9109,Tambrauw,exact
22746128B22343651246279,Tana Tidung,6503,Tana Tidung,exact
22746128B55477646801661,Tana Toraja,7318,Tana Toraja,exact
22746128B5843223707622,Tanah Bumbu,6310,Tanah Bumbu,exact
22746128B43985885623603,Tanah Datar,1305,Tanah Datar,exact
22746128B54914598899185,Tanah Laut,6301,Tanah Laut,exact
22746128B62876177397182,Tangerang,3603,Tangerang,exact
22746128B69666188283297,Tanggamus,1802,Tanggamus,exact
22746128B97653119007289,Tanjung Jabung Barat,1507,Tanjung Jabung Barat,exact
22746128B13468366985120,Tanjung Jabung Timur,1506,Tanjung Jabung Timur,exact
22746128B22210082667393,Tapanuli Selatan,1203,Tapanuli Selatan,exact
22746128B86210793324026,Tapanuli Tengah,1204,Tapanuli Tengah,exact
22746128B99937545443202,Tapanuli Utara,1205,Tapanuli Utara,exact
22746128B54842505361870,Tapin,6305,Tapin,exact
22746128B89217704079934,Tasikmalaya,3206,Tasikmalaya,exact
22746128B61304276790881,Tebo,1508,Tebo,exact
22746128B39713682939315,Tegal,3328,Tegal,exact
22746128B11480476919105,Teluk Bintuni,9104,Teluk Bintuni,exact
22746128B47515282892276,Teluk Wondama,9103,Teluk Wondama,exact
22746128B37534287210764,Temanggung,3323,Temanggung,exact
22746128B39495189442435,Timor Tengah Selatan,5304,Timor Tengah Selatan,exact
22746128B66987763142599,Timor Tengah Utara,5305,Timor Tengah Utara,exact
22746128B48431928866564,Toba Samosir,1206,Toba,manual
22746128B20933115656615,Tojo Una-Una,7209,Tojo Una-Una,exact
22746128B86630799177927,Toli-Toli,7206,Toli-Toli,exact
22746128B10432975654062,Tolikara,9418,Tolikara,exact
22746128B99951949618583,Toraja Utara,7326,Toraja Utara,exact
22746128B86316028646138,Trenggalek,3503,Trenggalek,exact
22746128B21203406788524,Tuban,3523,Tuban,exact
22746128B7348236235073,Tulang Bawang Barat,1812,Tulang Bawang Barat,exact
22746128B49188423555547,Tulangbawang,1808,Tulangbawang,exact
22746128B2754392863745,Tulungagung,3504,Tulungagung,exact
22746128B76055711701199,Waduk Cirata,,,EXCLUDED
22746128B86942252851890,Wadung Kedungombo,,,EXCLUDED
22746128B4429389080756,Wajo,7313,Wajo,exact
22746128B42553963392557,Wakatobi,7407,Wakatobi,exact
22746128B12986554349068,Waropen,9426,Waropen,exact
22746128B8708218473228,Way Kanan,1807,Way Kanan,exact
22746128B32217084331074,Wonogiri,3312,Wonogiri,exact
22746128B92173297199140,Wonosobo,3307,Wonosobo,exact
22746128B87177062694316,Yahukimo,9416,Yahukimo,exact
22746128B10188501962211,Yalimo,9432,Yalimo,exact
